,LAT,LON,YEAR,DOY,T2M,QV2M,GWETROOT,PRECTOTCORR
1957,19.0,80.0,2024,249,25.53,19.62,0.98,7.08
1958,19.5,73.75,2024,249,24.39,18.93,0.99,22.6
1959,19.5,74.375,2024,249,24.51,18.43,0.93,9.88
1960,19.5,75.0,2024,249,24.89,18.42,0.84,6.84
1961,19.5,75.625,2024,249,25.06,18.59,0.84,11.37
1962,19.5,76.25,2024,249,25.49,18.73,0.85,11.3
1963,19.5,76.875,2024,249,25.65,18.82,0.89,5.89
1964,19.5,77.5,2024,249,25.57,18.89,0.93,1.96
1965,19.5,78.125,2024,249,25.55,18.97,0.94,1.92
1966,19.5,78.75,2024,249,24.99,19.08,0.97,1.28
1967,19.5,79.375,2024,249,25.19,19.38,0.98,3.36
1968,19.5,80.0,2024,249,25.58,19.89,0.98,6.35
1969,20.0,73.75,2024,249,24.34,18.76,0.99,17.97
1970,20.0,74.375,2024,249,24.8,18.43,0.92,8.22
1971,20.0,75.0,2024,249,25.09,18.42,0.85,5.63
1972,20.0,75.625,2024,249,24.82,18.44,0.88,9.34
1973,20.0,76.25,2024,249,24.95,18.5,0.91,9.65
1974,20.0,76.875,2024,249,25.04,18.57,0.94,4.57
1975,20.0,77.5,2024,249,25.26,18.74,0.96,1.6
1976,20.0,78.125,2024,249,25.58,19.02,0.95,1.21
1977,20.0,78.75,2024,249,25.37,19.3,0.98,1.03
1978,20.0,79.375,2024,249,25.71,19.69,0.98,2.41
1979,20.0,80.0,2024,249,25.82,20.16,0.98,5.21
1980,18.0,73.75,2024,250,23.95,18.33,1.0,12.44
1981,18.0,74.375,2024,250,24.24,17.72,0.94,4.49
1982,18.0,75.0,2024,250,25.55,17.51,0.83,1.71
1983,18.0,75.625,2024,250,25.7,17.64,0.83,2.39
1984,18.0,76.25,2024,250,25.21,17.84,0.85,2.57
1985,18.0,76.875,2024,250,25.22,18.12,0.86,2.82
1986,18.0,77.5,2024,250,25.5,18.7,0.92,4.01
1987,18.0,78.125,2024,250,25.74,19.08,0.87,4.96
1988,18.0,78.75,2024,250,25.72,19.38,0.91,4.79
1989,18.0,79.375,2024,250,26.46,19.92,0.9,7.78
1990,18.0,80.0,2024,250,26.52,20.26,0.95,9.53
1991,18.5,73.75,2024,250,23.92,18.28,0.99,11.11
1992,18.5,74.375,2024,250,24.65,17.98,0.93,3.97
1993,18.5,75.0,2024,250,25.46,17.66,0.84,3.1
1994,18.5,75.625,2024,250,25.37,17.69,0.84,4.6
1995,18.5,76.25,2024,250,25.24,18.01,0.83,4.17
1996,18.5,76.875,2024,250,25.56,18.43,0.86,3.4
1997,18.5,77.5,2024,250,26.07,19.19,0.94,3.28
1998,18.5,78.125,2024,250,26.05,19.54,0.94,3.71
1999,18.5,78.75,2024,250,25.95,19.76,0.97,3.57
2000,18.5,79.375,2024,250,26.54,20.14,0.96,5.73
2001,18.5,80.0,2024,250,26.69,20.38,0.98,7.12
2002,19.0,73.75,2024,250,24.21,18.55,0.99,11.77
2003,19.0,74.375,2024,250,24.42,18.0,0.93,4.13
2004,19.0,75.0,2024,250,25.27,17.82,0.85,3.99
2005,19.0,75.625,2024,250,25.53,18.06,0.84,6.08
2006,19.0,76.25,2024,250,25.88,18.43,0.82,5.47
2007,19.0,76.875,2024,250,26.21,18.86,0.86,3.85
2008,19.0,77.5,2024,250,26.35,19.42,0.93,2.77
2009,19.0,78.125,2024,250,26.23,19.63,0.96,3.07
2010,19.0,78.75,2024,250,26.14,19.82,0.97,2.31
2011,19.0,79.375,2024,250,26.6,20.13,0.98,2.97
2012,19.0,80.0,2024,250,26.84,20.36,0.98,4.59
2013,19.5,73.75,2024,250,24.32,18.6,0.99,13.04
2014,19.5,74.375,2024,250,24.54,18.05,0.93,4.22
2015,19.5,75.0,2024,250,25.32,18.04,0.84,3.97
2016,19.5,75.625,2024,250,25.7,18.36,0.85,6.76
2017,19.5,76.25,2024,250,26.12,18.67,0.86,6.75
2018,19.5,76.875,2024,250,26.23,19.0,0.89,4.25
2019,19.5,77.5,2024,250,26.05,19.35,0.92,2.14
2020,19.5,78.125,2024,250,26.12,19.58,0.93,2.62
2021,19.5,78.75,2024,250,26.19,19.74,0.96,1.12
2022,19.5,79.375,2024,250,26.55,19.99,0.97,1.05
2023,19.5,80.0,2024,250,26.75,20.18,0.98,2.67
2024,20.0,73.75,2024,250,24.2,18.4,0.99,11.89
2025,20.0,74.375,2024,250,24.74,18.03,0.91,3.86
2026,20.0,75.0,2024,250,25.22,18.03,0.84,3.97
2027,20.0,75.625,2024,250,25.11,18.26,0.89,8.0
2028,20.0,76.25,2024,250,25.35,18.55,0.92,8.58
2029,20.0,76.875,2024,250,25.49,18.87,0.94,4.88
2030,20.0,77.5,2024,250,25.52,19.24,0.96,1.89
2031,20.0,78.125,2024,250,26.06,19.65,0.94,2.24
2032,20.0,78.75,2024,250,26.52,19.87,0.97,0.55
2033,20.0,79.375,2024,250,26.82,20.11,0.97,0.31
2034,20.0,80.0,2024,250,26.65,20.08,0.97,1.86
2035,18.0,73.75,2024,251,23.79,18.1,1.0,9.94
2036,18.0,74.375,2024,251,24.09,17.53,0.94,3.12
2037,18.0,75.0,2024,251,25.34,17.3,0.82,1.64
2038,18.0,75.625,2024,251,25.5,17.41,0.82,6.55
2039,18.0,76.25,2024,251,24.91,17.67,0.85,16.67
2040,18.0,76.875,2024,251,24.75,17.96,0.86,20.96
2041,18.0,77.5,2024,251,24.82,18.39,0.92,13.48
2042,18.0,78.125,2024,251,24.92,18.71,0.86,10.08
2043,18.0,78.75,2024,251,24.8,18.88,0.91,9.52
2044,18.0,79.375,2024,251,25.65,19.43,0.9,11.09
2045,18.0,80.0,2024,251,25.96,19.78,0.96,13.34
2046,18.5,73.75,2024,251,23.66,17.99,0.99,11.12
2047,18.5,74.375,2024,251,24.37,17.73,0.93,3.58
2048,18.5,75.0,2024,251,25.19,17.42,0.84,2.45
2049,18.5,75.625,2024,251,25.09,17.4,0.84,5.23
2050,18.5,76.25,2024,251,24.85,17.66,0.83,9.73
2051,18.5,76.875,2024,251,24.92,18.07,0.86,11.95
2052,18.5,77.5,2024,251,25.26,18.76,0.94,9.67
2053,18.5,78.125,2024,251,25.24,19.06,0.94,7.77
2054,18.5,78.75,2024,251,25.21,19.22,0.97,7.39
2055,18.5,79.375,2024,251,25.89,19.62,0.96,6.9
2056,18.5,80.0,2024,251,26.16,19.94,0.98,9.92
2057,19.0,73.75,2024,251,23.78,18.19,0.99,12.14
2058,19.0,74.375,2024,251,23.86,17.69,0.93,4.87
2059,19.0,75.0,2024,251,24.77,17.56,0.84,4.46
2060,19.0,75.625,2024,251,25.1,17.74,0.84,5.56
2061,19.0,76.25,2024,251,25.26,18.02,0.82,5.65
2062,19.0,76.875,2024,251,25.34,18.42,0.86,6.13
2063,19.0,77.5,2024,251,25.44,18.96,0.93,7.16
2064,19.0,78.125,2024,251,25.34,19.12,0.95,6.21
2065,19.0,78.75,2024,251,25.38,19.3,0.97,6.68
2066,19.0,79.375,2024,251,25.89,19.64,0.98,5.74
2067,19.0,80.0,2024,251,26.2,20.02,0.98,7.13
2068,19.5,73.75,2024,251,23.91,18.33,0.99,11.07
2069,19.5,74.375,2024,251,23.89,17.84,0.92,5.48
2070,19.5,75.0,2024,251,24.67,17.84,0.84,6.28
2071,19.5,75.625,2024,251,25.12,18.04,0.85,6.52
2072,19.5,76.25,2024,251,25.28,18.23,0.86,4.43
2073,19.5,76.875,2024,251,25.26,18.54,0.89,4.21
2074,19.5,77.5,2024,251,25.25,18.88,0.92,6.42
2075,19.5,78.125,2024,251,25.31,19.07,0.93,6.04
2076,19.5,78.75,2024,251,25.33,19.3,0.96,7.48
2077,19.5,79.375,2024,251,25.69,19.64,0.97,6.75
2078,19.5,80.0,2024,251,26.14,20.12,0.98,6.05
2079,20.0,73.75,2024,251,23.97,18.25,0.99,7.84
2080,20.0,74.375,2024,251,24.23,17.89,0.91,4.64
2081,20.0,75.0,2024,251,24.53,17.83,0.84,6.27
2082,20.0,75.625,2024,251,24.42,17.9,0.89,6.35
2083,20.0,76.25,2024,251,24.54,18.09,0.91,4.25
2084,20.0,76.875,2024,251,24.77,18.49,0.93,4.04
2085,20.0,77.5,2024,251,25.15,18.89,0.95,5.44
2086,20.0,78.125,2024,251,25.64,19.31,0.94,5.86
2087,20.0,78.75,2024,251,25.64,19.64,0.96,7.15
2088,20.0,79.375,2024,251,25.87,19.98,0.97,7.06
2089,20.0,80.0,2024,251,26.27,20.43,0.97,5.88
2090,18.0,73.75,2024,252,23.94,18.26,0.99,5.74
2091,18.0,74.375,2024,252,24.24,17.62,0.93,2.27
2092,18.0,75.0,2024,252,25.45,17.47,0.82,1.41
2093,18.0,75.625,2024,252,25.23,17.6,0.83,2.65
2094,18.0,76.25,2024,252,24.44,17.65,0.86,4.5
2095,18.0,76.875,2024,252,24.22,17.71,0.88,5.05
2096,18.0,77.5,2024,252,24.19,17.99,0.93,3.98
2097,18.0,78.125,2024,252,24.29,18.29,0.87,3.9
2098,18.0,78.75,2024,252,24.29,18.51,0.91,4.8
2099,18.0,79.375,2024,252,25.13,19.08,0.91,10.47
2100,18.0,80.0,2024,252,25.3,19.42,0.97,20.8
2101,18.5,73.75,2024,252,23.74,18.11,0.99,5.1
2102,18.5,74.375,2024,252,24.57,17.79,0.92,1.61
2103,18.5,75.0,2024,252,25.43,17.43,0.83,0.62
2104,18.5,75.625,2024,252,25.08,17.41,0.83,1.39
2105,18.5,76.25,2024,252,24.69,17.61,0.84,2.88
2106,18.5,76.875,2024,252,24.76,17.95,0.87,4.01
2107,18.5,77.5,2024,252,24.86,18.44,0.94,3.91
2108,18.5,78.125,2024,252,24.75,18.72,0.94,3.66
2109,18.5,78.75,2024,252,24.76,18.93,0.97,4.39
2110,18.5,79.375,2024,252,25.47,19.39,0.96,8.11
2111,18.5,80.0,2024,252,25.61,19.71,0.98,15.38
2112,19.0,73.75,2024,252,23.9,18.25,0.99,5.04
2113,19.0,74.375,2024,252,24.22,17.76,0.92,1.43
2114,19.0,75.0,2024,252,25.24,17.53,0.84,0.37
2115,19.0,75.625,2024,252,25.41,17.67,0.83,0.59
2116,19.0,76.25,2024,252,25.47,17.97,0.82,1.33
2117,19.0,76.875,2024,252,25.55,18.39,0.86,2.3
2118,19.0,77.5,2024,252,25.36,18.77,0.93,2.86
2119,19.0,78.125,2024,252,25.17,18.92,0.95,2.59
2120,19.0,78.75,2024,252,25.16,19.1,0.97,3.6
2121,19.0,79.375,2024,252,25.72,19.56,0.98,6.49
2122,19.0,80.0,2024,252,25.93,19.99,0.98,11.61
2123,19.5,73.75,2024,252,24.07,18.42,0.99,4.95
2124,19.5,74.375,2024,252,24.35,17.93,0.92,1.39
2125,19.5,75.0,2024,252,25.32,17.86,0.84,0.5
2126,19.5,75.625,2024,252,25.69,18.04,0.85,0.39
2127,19.5,76.25,2024,252,25.79,18.26,0.85,0.54
2128,19.5,76.875,2024,252,25.67,18.52,0.88,0.98
2129,19.5,77.5,2024,252,25.45,18.76,0.92,1.76
2130,19.5,78.125,2024,252,25.56,18.97,0.93,1.57
2131,19.5,78.75,2024,252,25.51,19.2,0.96,3.14
2132,19.5,79.375,2024,252,25.88,19.67,0.97,6.13
2133,19.5,80.0,2024,252,26.1,20.15,0.98,9.85
2134,20.0,73.75,2024,252,24.18,18.4,0.99,3.98
2135,20.0,74.375,2024,252,24.77,18.08,0.91,1.36
2136,20.0,75.0,2024,252,25.35,18.03,0.84,0.75
2137,20.0,75.625,2024,252,25.21,18.07,0.88,0.41
2138,20.0,76.25,2024,252,25.2,18.19,0.91,0.27
2139,20.0,76.875,2024,252,25.25,18.42,0.93,0.4
2140,20.0,77.5,2024,252,25.43,18.69,0.95,1.15
2141,20.0,78.125,2024,252,26.01,19.14,0.94,1.02
2142,20.0,78.75,2024,252,26.11,19.51,0.97,3.05
2143,20.0,79.375,2024,252,26.28,19.95,0.97,6.48
2144,20.0,80.0,2024,252,26.23,20.31,0.97,9.55
2145,18.0,73.75,2024,253,24.24,18.57,0.99,7.98
2146,18.0,74.375,2024,253,24.27,17.92,0.93,2.77
2147,18.0,75.0,2024,253,25.07,17.7,0.82,0.53
2148,18.0,75.625,2024,253,25.02,17.7,0.82,0.32
2149,18.0,76.25,2024,253,24.37,17.56,0.85,0.62
2150,18.0,76.875,2024,253,23.99,17.48,0.87,0.72
2151,18.0,77.5,2024,253,23.77,17.67,0.92,0.67
2152,18.0,78.125,2024,253,23.92,17.88,0.87,0.8
2153,18.0,78.75,2024,253,23.96,18.1,0.91,2.36
2154,18.0,79.375,2024,253,24.85,18.67,0.91,5.4
2155,18.0,80.0,2024,253,25.16,19.12,0.97,9.87
2156,18.5,73.75,2024,253,24.09,18.36,0.99,7.51
2157,18.5,74.375,2024,253,24.73,18.08,0.92,2.27
2158,18.5,75.0,2024,253,25.06,17.67,0.83,0.45
2159,18.5,75.625,2024,253,24.57,17.52,0.83,0.22
2160,18.5,76.25,2024,253,24.28,17.43,0.83,0.41
2161,18.5,76.875,2024,253,24.37,17.54,0.86,0.42
2162,18.5,77.5,2024,253,24.46,18.01,0.94,0.36
2163,18.5,78.125,2024,253,24.43,18.3,0.93,0.51
2164,18.5,78.75,2024,253,24.44,18.6,0.97,2.25
2165,18.5,79.375,2024,253,25.07,19.06,0.96,6.3
2166,18.5,80.0,2024,253,25.26,19.38,0.99,14.71
2167,19.0,73.75,2024,253,24.2,18.38,0.98,6.57
2168,19.0,74.375,2024,253,24.43,17.91,0.91,1.87
2169,19.0,75.0,2024,253,25.02,17.67,0.83,0.37
2170,19.0,75.625,2024,253,24.89,17.72,0.83,0.15
2171,19.0,76.25,2024,253,25.0,17.81,0.81,0.29
2172,19.0,76.875,2024,253,25.16,18.03,0.86,0.33
2173,19.0,77.5,2024,253,25.01,18.4,0.92,0.21
2174,19.0,78.125,2024,253,24.84,18.62,0.95,0.4
2175,19.0,78.75,2024,253,24.78,18.86,0.97,1.63
2176,19.0,79.375,2024,253,25.16,19.25,0.98,6.98
2177,19.0,80.0,2024,253,25.32,19.64,0.99,21.22
2178,19.5,73.75,2024,253,24.22,18.36,0.98,5.52
2179,19.5,74.375,2024,253,24.43,17.92,0.91,1.49
2180,19.5,75.0,2024,253,25.27,17.88,0.83,0.33
2181,19.5,75.625,2024,253,25.44,18.04,0.84,0.26
2182,19.5,76.25,2024,253,25.64,18.25,0.85,0.72
2183,19.5,76.875,2024,253,25.5,18.48,0.88,0.79
2184,19.5,77.5,2024,253,25.13,18.68,0.91,0.25
2185,19.5,78.125,2024,253,25.09,18.94,0.93,0.66
2186,19.5,78.75,2024,253,24.98,19.12,0.95,1.71
2187,19.5,79.375,2024,253,25.24,19.51,0.97,10.9
2188,19.5,80.0,2024,253,25.48,20.06,0.99,32.55
2189,20.0,73.75,2024,253,24.13,18.24,0.98,4.05
2190,20.0,74.375,2024,253,24.61,17.96,0.9,1.12
2191,20.0,75.0,2024,253,25.26,17.96,0.83,0.49
2192,20.0,75.625,2024,253,25.09,18.04,0.88,0.74
2193,20.0,76.25,2024,253,25.28,18.32,0.9,1.69
2194,20.0,76.875,2024,253,25.36,18.69,0.92,1.81
2195,20.0,77.5,2024,253,25.28,19.01,0.94,0.61
2196,20.0,78.125,2024,253,25.5,19.43,0.93,1.25
2197,20.0,78.75,2024,253,25.56,19.75,0.96,3.95
2198,20.0,79.375,2024,253,25.81,20.24,0.98,22.82
2199,20.0,80.0,2024,253,25.97,20.78,0.98,54.91
2200,18.0,73.75,2024,254,23.73,18.06,0.99,8.51
2201,18.0,74.375,2024,254,23.95,17.46,0.93,3.33
2202,18.0,75.0,2024,254,25.22,17.25,0.81,1.54
2203,18.0,75.625,2024,254,25.55,17.34,0.82,2.51
2204,18.0,76.25,2024,254,25.07,17.48,0.85,2.58
2205,18.0,76.875,2024,254,24.9,17.67,0.86,2.02
2206,18.0,77.5,2024,254,24.83,18.1,0.92,2.32
2207,18.0,78.125,2024,254,24.73,18.2,0.86,2.05
2208,18.0,78.75,2024,254,24.54,18.31,0.91,2.18
2209,18.0,79.375,2024,254,25.33,18.66,0.91,1.98
2210,18.0,80.0,2024,254,25.55,19.02,0.97,2.14
2211,18.5,73.75,2024,254,23.47,17.86,0.98,7.52
2212,18.5,74.375,2024,254,24.17,17.64,0.91,2.26
2213,18.5,75.0,2024,254,24.97,17.31,0.82,1.0
2214,18.5,75.625,2024,254,24.96,17.28,0.82,1.82
2215,18.5,76.25,2024,254,24.83,17.5,0.82,2.24
2216,18.5,76.875,2024,254,24.94,17.87,0.86,2.86
2217,18.5,77.5,2024,254,24.8,18.29,0.93,4.3
2218,18.5,78.125,2024,254,24.35,18.34,0.93,4.04
2219,18.5,78.75,2024,254,24.22,18.33,0.97,4.55
2220,18.5,79.375,2024,254,25.02,18.52,0.96,5.02
2221,18.5,80.0,2024,254,25.39,18.86,0.99,5.89
2222,19.0,73.75,2024,254,23.55,17.96,0.98,5.67
2223,19.0,74.375,2024,254,23.64,17.49,0.91,1.55
2224,19.0,75.0,2024,254,24.41,17.31,0.83,0.9
2225,19.0,75.625,2024,254,24.61,17.5,0.82,1.38
2226,19.0,76.25,2024,254,24.74,17.85,0.81,1.59
2227,19.0,76.875,2024,254,24.78,18.15,0.85,2.53
2228,19.0,77.5,2024,254,24.37,18.21,0.92,4.49
2229,19.0,78.125,2024,254,24.02,18.15,0.95,4.6
2230,19.0,78.75,2024,254,24.22,18.16,0.97,6.56
2231,19.0,79.375,2024,254,25.11,18.54,0.98,10.37
2232,19.0,80.0,2024,254,25.63,19.15,0.99,13.61
2233,19.5,73.75,2024,254,23.52,17.93,0.98,4.24
2234,19.5,74.375,2024,254,23.55,17.42,0.91,1.23
2235,19.5,75.0,2024,254,24.26,17.44,0.83,1.1
2236,19.5,75.625,2024,254,24.43,17.74,0.83,1.31
2237,19.5,76.25,2024,254,24.42,18.12,0.84,1.12
2238,19.5,76.875,2024,254,24.29,18.3,0.87,1.53
2239,19.5,77.5,2024,254,24.07,18.3,0.91,3.0
2240,19.5,78.125,2024,254,24.12,18.3,0.92,3.36
2241,19.5,78.75,2024,254,24.61,18.5,0.96,8.22
2242,19.5,79.375,2024,254,25.44,19.18,0.98,17.87
2243,19.5,80.0,2024,254,26.08,20.0,1.0,24.97
2244,20.0,73.75,2024,254,23.56,17.91,0.98,3.08
2245,20.0,74.375,2024,254,23.87,17.54,0.9,0.98
2246,20.0,75.0,2024,254,24.31,17.62,0.83,1.14
2247,20.0,75.625,2024,254,24.04,17.8,0.87,1.21
2248,20.0,76.25,2024,254,23.98,18.09,0.9,0.99
2249,20.0,76.875,2024,254,24.1,18.36,0.92,1.03
2250,20.0,77.5,2024,254,24.3,18.63,0.94,1.87
2251,20.0,78.125,2024,254,24.89,19.0,0.93,2.21
2252,20.0,78.75,2024,254,25.58,19.6,0.97,9.69
2253,20.0,79.375,2024,254,26.28,20.38,0.99,23.34
2254,20.0,80.0,2024,254,26.59,20.91,1.0,33.56
2255,18.0,73.75,2024,255,23.39,17.56,0.99,10.41
2256,18.0,74.375,2024,255,23.67,16.89,0.92,4.98
2257,18.0,75.0,2024,255,25.18,16.63,0.81,1.5
2258,18.0,75.625,2024,255,25.73,16.58,0.81,0.46
2259,18.0,76.25,2024,255,25.29,16.64,0.84,0.19
2260,18.0,76.875,2024,255,25.11,16.84,0.86,0.14
2261,18.0,77.5,2024,255,25.12,17.32,0.91,0.13
2262,18.0,78.125,2024,255,25.32,17.64,0.85,0.11
2263,18.0,78.75,2024,255,25.37,17.91,0.9,0.1
2264,18.0,79.375,2024,255,26.38,18.45,0.9,0.03
2265,18.0,80.0,2024,255,26.69,18.95,0.96,0.02
2266,18.5,73.75,2024,255,23.32,17.48,0.98,8.58
2267,18.5,74.375,2024,255,24.11,17.1,0.91,3.29
2268,18.5,75.0,2024,255,25.16,16.64,0.82,1.04
2269,18.5,75.625,2024,255,25.29,16.48,0.82,0.37
2270,18.5,76.25,2024,255,25.16,16.63,0.82,0.31
2271,18.5,76.875,2024,255,25.4,17.02,0.85,0.29
2272,18.5,77.5,2024,255,25.72,17.73,0.93,0.29
2273,18.5,78.125,2024,255,25.63,18.08,0.93,0.27
2274,18.5,78.75,2024,255,25.6,18.3,0.96,0.25
2275,18.5,79.375,2024,255,26.38,18.65,0.96,0.13
2276,18.5,80.0,2024,255,26.66,18.98,0.98,0.09
2277,19.0,73.75,2024,255,23.58,17.73,0.98,6.67
2278,19.0,74.375,2024,255,23.83,17.11,0.9,1.93
2279,19.0,75.0,2024,255,24.92,16.75,0.83,0.53
2280,19.0,75.625,2024,255,25.33,16.71,0.82,0.25
2281,19.0,76.25,2024,255,25.59,16.91,0.8,0.4
2282,19.0,76.875,2024,255,25.87,17.33,0.85,0.42
2283,19.0,77.5,2024,255,25.88,17.95,0.91,0.31
2284,19.0,78.125,2024,255,25.74,18.19,0.94,0.34
2285,19.0,78.75,2024,255,25.72,18.34,0.96,0.36
2286,19.0,79.375,2024,255,26.26,18.67,0.97,0.28
2287,19.0,80.0,2024,255,26.53,18.94,0.98,0.28
2288,19.5,73.75,2024,255,23.65,17.83,0.98,5.4
2289,19.5,74.375,2024,255,23.91,17.21,0.9,1.27
2290,19.5,75.0,2024,255,24.93,17.05,0.82,0.25
2291,19.5,75.625,2024,255,25.44,17.1,0.83,0.16
2292,19.5,76.25,2024,255,25.75,17.24,0.84,0.33
2293,19.5,76.875,2024,255,25.78,17.54,0.87,0.37
2294,19.5,77.5,2024,255,25.64,17.95,0.91,0.18
2295,19.5,78.125,2024,255,25.81,18.23,0.92,0.23
2296,19.5,78.75,2024,255,25.83,18.44,0.95,0.34
2297,19.5,79.375,2024,255,26.15,18.75,0.98,0.4
2298,19.5,80.0,2024,255,26.33,18.97,0.99,0.56
2299,20.0,73.75,2024,255,23.52,17.77,0.97,4.0
2300,20.0,74.375,2024,255,24.22,17.37,0.89,0.9
2301,20.0,75.0,2024,255,24.92,17.28,0.83,0.19
2302,20.0,75.625,2024,255,24.93,17.3,0.87,0.11
2303,20.0,76.25,2024,255,25.15,17.43,0.89,0.16
2304,20.0,76.875,2024,255,25.37,17.75,0.91,0.18
2305,20.0,77.5,2024,255,25.61,18.15,0.93,0.07
2306,20.0,78.125,2024,255,26.2,18.61,0.92,0.08
2307,20.0,78.75,2024,255,26.38,18.98,0.96,0.26
2308,20.0,79.375,2024,255,26.48,19.28,0.98,0.48
2309,20.0,80.0,2024,255,26.26,19.38,0.99,0.89
2310,18.0,73.75,2024,256,23.23,17.41,0.98,5.74
2311,18.0,74.375,2024,256,23.5,16.62,0.92,2.23
2312,18.0,75.0,2024,256,25.05,16.21,0.8,0.45
2313,18.0,75.625,2024,256,25.64,16.1,0.81,0.12
2314,18.0,76.25,2024,256,25.12,16.24,0.83,0.25
2315,18.0,76.875,2024,256,24.81,16.56,0.85,0.57
2316,18.0,77.5,2024,256,24.75,17.07,0.9,0.65
2317,18.0,78.125,2024,256,24.96,17.4,0.84,0.64
2318,18.0,78.75,2024,256,25.13,17.65,0.89,0.35
2319,18.0,79.375,2024,256,26.31,18.25,0.89,0.08
2320,18.0,80.0,2024,256,26.74,18.9,0.95,0.01
2321,18.5,73.75,2024,256,23.15,17.31,0.98,5.07
2322,18.5,74.375,2024,256,23.94,16.86,0.9,1.65
2323,18.5,75.0,2024,256,24.94,16.31,0.81,0.4
2324,18.5,75.625,2024,256,25.06,16.12,0.81,0.18
2325,18.5,76.25,2024,256,24.85,16.36,0.81,0.52
2326,18.5,76.875,2024,256,25.01,16.86,0.84,1.03
2327,18.5,77.5,2024,256,25.37,17.59,0.92,1.19
2328,18.5,78.125,2024,256,25.44,17.97,0.91,1.13
2329,18.5,78.75,2024,256,25.6,18.24,0.95,0.64
2330,18.5,79.375,2024,256,26.55,18.72,0.95,0.14
2331,18.5,80.0,2024,256,26.92,19.27,0.97,0.01
2332,19.0,73.75,2024,256,23.49,17.61,0.97,4.31
2333,19.0,74.375,2024,256,23.7,16.95,0.9,1.24
2334,19.0,75.0,2024,256,24.74,16.56,0.82,0.33
2335,19.0,75.625,2024,256,25.1,16.58,0.81,0.25
2336,19.0,76.25,2024,256,25.34,16.91,0.79,0.69
2337,19.0,76.875,2024,256,25.61,17.44,0.84,1.21
2338,19.0,77.5,2024,256,25.71,18.04,0.9,1.25
2339,19.0,78.125,2024,256,25.76,18.33,0.93,1.25
2340,19.0,78.75,2024,256,25.93,18.59,0.95,0.64
2341,19.0,79.375,2024,256,26.63,19.0,0.96,0.15
2342,19.0,80.0,2024,256,27.01,19.39,0.97,0.02
2343,19.5,73.75,2024,256,23.72,17.79,0.97,3.32
2344,19.5,74.375,2024,256,23.87,17.1,0.9,0.93
2345,19.5,75.0,2024,256,24.82,16.91,0.81,0.27
2346,19.5,75.625,2024,256,25.31,17.09,0.82,0.27
2347,19.5,76.25,2024,256,25.65,17.42,0.83,0.66
2348,19.5,76.875,2024,256,25.74,17.83,0.86,1.0
2349,19.5,77.5,2024,256,25.7,18.26,0.9,0.81
2350,19.5,78.125,2024,256,25.95,18.53,0.91,0.88
2351,19.5,78.75,2024,256,26.12,18.79,0.94,0.35
2352,19.5,79.375,2024,256,26.53,19.13,0.97,0.07
2353,19.5,80.0,2024,256,26.82,19.33,0.98,0.01
2354,20.0,73.75,2024,256,23.77,17.75,0.97,2.02
2355,20.0,74.375,2024,256,24.29,17.24,0.88,0.58
2356,20.0,75.0,2024,256,24.9,17.1,0.82,0.18
2357,20.0,75.625,2024,256,24.9,17.23,0.86,0.22
2358,20.0,76.25,2024,256,25.16,17.55,0.89,0.52
2359,20.0,76.875,2024,256,25.43,17.99,0.91,0.66
2360,20.0,77.5,2024,256,25.71,18.39,0.92,0.38
2361,20.0,78.125,2024,256,26.3,18.78,0.91,0.4
2362,20.0,78.75,2024,256,26.59,19.09,0.95,0.09
2363,20.0,79.375,2024,256,26.76,19.38,0.97,0.02
2364,20.0,80.0,2024,256,26.57,19.4,0.98,0.01
2365,18.0,73.75,2024,257,22.66,16.8,0.98,1.88
2366,18.0,74.375,2024,257,22.94,16.12,0.91,0.64
2367,18.0,75.0,2024,257,24.45,15.82,0.8,0.24
2368,18.0,75.625,2024,257,24.94,15.8,0.8,0.06
2369,18.0,76.25,2024,257,24.38,15.96,0.82,0.04
2370,18.0,76.875,2024,257,24.19,16.2,0.84,0.05
2371,18.0,77.5,2024,257,24.2,16.58,0.9,0.07
2372,18.0,78.125,2024,257,24.46,16.8,0.84,0.06
2373,18.0,78.75,2024,257,24.49,16.98,0.88,0.04
2374,18.0,79.375,2024,257,25.58,17.68,0.88,0.01
2375,18.0,80.0,2024,257,26.1,18.57,0.94,0.0
2376,18.5,73.75,2024,257,22.5,16.65,0.97,1.71
2377,18.5,74.375,2024,257,23.31,16.25,0.9,0.61
2378,18.5,75.0,2024,257,24.32,15.79,0.81,0.2
2379,18.5,75.625,2024,257,24.42,15.69,0.8,0.07
2380,18.5,76.25,2024,257,24.21,15.91,0.8,0.1
2381,18.5,76.875,2024,257,24.42,16.33,0.83,0.12
2382,18.5,77.5,2024,257,24.72,16.89,0.91,0.1
2383,18.5,78.125,2024,257,24.75,17.19,0.91,0.12
2384,18.5,78.75,2024,257,24.92,17.5,0.95,0.07
2385,18.5,79.375,2024,257,25.96,18.28,0.93,0.02
2386,18.5,80.0,2024,257,26.45,19.09,0.96,0.0
2387,19.0,73.75,2024,257,22.74,16.83,0.97,2.05
2388,19.0,74.375,2024,257,22.98,16.24,0.89,0.8
2389,19.0,75.0,2024,257,24.05,15.89,0.81,0.23
2390,19.0,75.625,2024,257,24.48,15.92,0.8,0.13
2391,19.0,76.25,2024,257,24.73,16.19,0.79,0.19
2392,19.0,76.875,2024,257,25.0,16.65,0.83,0.17
